Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Giftculturewriting,16GGzGGsTtzvUdTHoWFJtWXXWdpPWwxr3u,0,0,11,42125,42125,42235,42,42,0,54,44.0,0.000102,0.0,1.28,0.874,80.0,1.18,18,18,1.0,1.22,1.09,0.0,0
Glongsword,1CRfD8qjUd8uKnYX35oxz8qAYrCnn2Zryc,0,0,0,1110,1110,1110,1,1,0,0,0.0,0.0,0.0,0.0,0.0,90.0,1.73,0,1,0.0,0.0,1.04,0.0,0
Gordonpt8,1AX3yEymMf5RDfZK6YSXpG9GEQt3ffRbm9,0,0,0,2856,2856,2856,3,3,0,5,4.0,0.00000924,0.0,1.75,0.893,80.0,1.18,6,6,1.0,1.22,1.09,0.0,0
Gorgorom,1EgZsQ6zxrA5bCtMMR1uWAcjfqt7n8GNRJ,8082,2424,17,21694,29776,24288,24,23,1,23,19.0,0.0000439,0.0,0.947,0.856,80.0,1.18,21,21,1.0,1.22,1.08,0.969,1
Grantbills,1Dz6fEZma7bUwnGo44yRjgduP71cWtkgS4,0,0,3,28347,28347,28377,28,28,0,20,15.0,0.0000347,0.0,0.705,0.839,73.0,0.872,11,19,0.579,0.355,0.81,0.0,0
Grasssusan,17uJkuoL5ub3ZjXmqTmmQLjkG8sN9bNqir,0,0,0,4297,4297,4297,4,4,0,1,1.0,0.00000231,0.0,0.233,0.777,85.0,1.43,2,2,1.0,1.22,1.21,0.0,0
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1550,465,0,709,2259,1174,1,1,0,0,0.0,0.0,0.0,0.0,0.0,95.0,2.06,2,2,1.0,1.22,1.36,0.0,0
Hayek,1KqMSjRnFpeWQUhDh3p2tGtRnPuZV486sM,0,0,9,41636,41636,41726,42,42,0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.76,18,58,0.31,0.0871,0.465,0.0,0
Heliumbm,1Fm4p5nVbKxaYaQz4kuANQG2scDBLRvECJ,0,0,0,17649,17649,17649,18,18,0,4,3.0,0.00000693,0.0,0.227,0.776,67.5,0.675,3,5,0.6,0.385,0.676,0.0,0
Hellinoos,1GnJic1ATC7R7cbzBR6Q7Yqziv7bwj8aQY,0,0,0,14731,14731,14731,15,15,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1.18,4,4,1.0,1.22,0.827,0.0,0
Hellscabane,1G3FNG9ogDBxygJJxst5mH1oUeCS7UF12e,0,0,0,25360,25360,25360,25,25,0,0,0.0,0.0,0.0,0.0,0.0,90.0,1.73,20,20,1.0,1.22,1.16,0.0,0
Hemingway,1Mrin7GnKsBPJ78mqZiChKzNtY5WC84WFZ,0,0,0,24213,24213,24213,24,24,0,5,4.0,0.00000924,0.0,0.207,0.771,70.0,0.76,0,18,0.0,0.0,0.687,0.0,0
Hunterbunter,17qBxPE1e84se785Yn3BupFRPPekEc15Pv,0,0,1,25729,25729,25739,26,26,0,16,15.0,0.0000347,0.0,0.622,0.831,92.0,1.85,2,6,0.333,0.102,1.37,0.0,0
IanBerble,1P6NSPXyGxPsetEE1qjWnvpPyZk3qnNboR,0,0,0,1078,1078,1078,1,1,0,3,3.0,0.00000693,0.0,2.78,0.922,85.0,1.43,1,1,1.0,1.22,1.26,0.0,0
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,0,0,0,1009,1009,1009,1,1,0,1,1.0,0.00000231,0.0,0.991,0.859,85.0,1.43,1,1,1.0,1.22,1.24,0.0,0
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,0,0,0,492,492,492,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0
Iheartcryptocoin,1N6SqcHmzSzs1cCe4wEt7Mo84m2p74stts,61,18,0,68476,68537,68494,68,68,0,29,16.0,0.000037,0.0,0.423,0.81,55.0,0.346,19,19,1.0,1.22,0.572,0.0,0
Ikstarr,1eN1Gw2UUWTdrNrCS6qukx76JBNmpZBUV,0,0,13,40001,40001,40131,40,40,0,12,8.0,0.0000185,0.0,0.299,0.791,70.0,0.76,6,6,1.0,1.22,0.815,0.0,0
Iluveunc,199BUHDPHwpzyzVzmTw6V2jeqYfEpVuwMu,0,0,0,32483,32483,32483,32,32,0,42,35.0,0.0000809,0.0,1.29,0.874,82.0,1.27,13,13,1.0,1.22,1.15,0.0,0
Imatt1990,17czLaECADux6yASXbxLLPqvnTSc9sD2PN,0,0,0,3942,3942,3942,4,4,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.833,2,2,1.0,1.22,0.622,0.0,0
Infoporter,1EyUQD2gwHExXnJKSkhGeQsGwAPUuVvwcE,0,0,0,1338,1338,1338,1,1,0,1,1.0,0.00000231,0.0,0.747,0.842,52.5,0.297,3,4,0.75,0.636,0.495,0.0,0
Jackjack,19QkqAza7BHFTuoz9N8UQkryP4E9jHo4N3,0,0,0,1099,1099,1099,1,1,0,222,197.0,0.000455,0.0,202.0,1.24,88.0,1.6,1,1,1.0,1.22,1.46,0.0,0
JackRussell,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,0,0,1,15657,15657,15667,16,16,0,12,9.0,0.0000208,0.0,0.766,0.843,75.0,0.952,7,11,0.636,0.439,0.868,0.0,0
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,0,0,0,2552,2552,2552,3,3,0,1,1.0,0.00000231,0.0,0.392,0.805,75.0,0.952,0,3,0.0,0.0,0.813,0.0,0
Jdlrexy,16DV7iL8wVyozq973rj2qA3Zw4r7mvnAKc,0,0,0,2009,2009,2009,2,2,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1.18,1,1,1.0,1.22,0.827,0.0,0
Jeffusher,127t5jPqpiowffJyKKFg9MBLwG17V5fdL2,0,0,0,1582,1582,1582,2,2,0,1,0.0,0.0,0.0,0.632,0.832,47.5,0.214,3,3,1.0,1.22,0.5,0.0,0
Jessiewaterfield,1BjvzSbfC2MhAVG2xvhkjuXZxApB8CgCnn,0,0,0,9327,9327,9327,9,9,0,3,3.0,0.00000693,0.0,0.322,0.795,85.0,1.43,1,5,0.2,0.0324,1.1,0.0,0
Jimfoxy,1JV7QdytMkA3crx9L1FM2dTBqaQ5itXy5u,0,0,1,31753,31753,31763,32,32,0,2,1.0,0.00000231,0.0,0.063,0.71,55.0,0.346,5,5,1.0,1.22,0.542,0.0,0
Jonnylitecoin,1DjLPFai2gtHmwWJSsFYGaLAmyLLGqyDWt,0,0,0,13430,13430,13430,13,13,0,0,0.0,0.0,0.0,0.0,0.0,88.0,1.6,0,6,0.0,0.0,0.962,0.0,0
Jungle_dave,14itNE5APTMtXzNZteDeZNkNH2AUJQY1Zh,0,0,0,1775,1775,1775,2,2,0,3,2.0,0.00000462,0.0,1.69,0.891,67.5,0.675,0,1,0.0,0.0,0.672,0.0,0
Kermett,1PArJ2bvbUdexQj9ubBgtnNWyRNz3BkvGs,0,0,0,4219,4219,4219,4,4,0,8,4.0,0.00000924,0.0,1.9,0.898,51.5,0.279,6,6,1.0,1.22,0.559,0.0,0
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,0,0,0,55832,55832,55832,56,56,0,26,22.0,0.0000508,0.0,0.466,0.815,84.0,1.38,8,11,0.727,0.594,1.13,0.0,0
Kimlle,1BoXo1RmQ6NKfZ7RHKscpWLKu8vcXXpjBD,0,0,0,5187,5187,5187,5,5,0,48,29.0,0.000067,0.0,9.25,1.0,60.0,0.46,22,22,1.0,1.22,0.698,0.0,0
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,58560,17568,0,0,58560,17568,18,18,0,114,86.0,0.000199,0.0,6.49,0.977,75.0,0.952,17,93,0.183,0.0264,0.867,0.0,0
Kochmann799,1H3hhmQxp2eqpScyubM65HuJZ9dMnPSzqY,0,0,2,8364,8364,8384,8,8,0,16,11.0,0.0000254,0.0,1.91,0.898,70.0,0.76,11,11,1.0,1.22,0.847,0.0,0
Koguma,1NPRz7rKMi83gJSEnztFddr96oJbqqAZmj,102,30,18,4268,4370,4478,4,4,0,49,42.0,0.0000971,0.0,10.9,1.01,85.0,1.43,5,6,0.833,0.807,1.24,0.0,0
Kumala,1MUpAKKjyM56gxfKkW4LTHkWRcCFRx2y12,0,0,0,2192,2192,2192,2,2,0,5,4.0,0.00000924,0.0,2.28,0.909,85.0,1.43,0,2,0.0,0.0,1.13,0.0,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,74977,74977,74977,75,75,0,17,14.0,0.0000324,0.0,0.227,0.776,80.0,1.18,0,45,0.0,0.0,0.938,0.0,0
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,42,9268,9268,9688,10,10,0,14,12.0,0.0000277,0.0,1.45,0.881,85.0,1.43,3,5,0.6,0.385,1.16,0.0,0
Mabtc,1NqxTQ7D9w3oukfpYda8GHnXSYxr9xFoQS,0,0,51,88806,88806,89316,89,89,0,326,280.0,0.000647,0.0,3.65,0.939,85.0,1.43,14,53,0.264,0.0606,1.15,0.0,0
Maitotoxin,1EZpys8PMP8bZxs2tFTY5T7cimmVMZAxuw,0,0,0,5973,5973,5973,6,6,0,22,14.0,0.0000324,0.0,3.68,0.94,62.5,0.525,0,3,0.0,0.0,0.597,0.0,0
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,2195,658,13,0,2195,788,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0
Masscash,1MKs5SjcfA7a58vn9kjfcDkHkPoJFdUcz5,0,0,0,18212,18212,18212,18,12,6,104,79.0,0.000183,0.0,5.71,0.969,75.0,0.952,38,38,1.0,1.22,0.983,0.879,5
Matt608,1Ks4roXAZj45sXRsWMfGqmAPmDoWZ9TAko,0,0,43,199062,199062,199492,199,199,0,136,110.0,0.000254,0.0,0.682,0.837,80.0,1.18,50,50,1.0,1.22,1.08,0.0,0
Max2838,1EZPbtmx7YiDfM2YVThbrbEgC6b86SqFL9,0,0,123,69312,69312,70542,71,71,0,15,9.0,0.0000208,0.0,0.213,0.772,61.5,0.498,0,116,0.0,0.0,0.531,0.0,0
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,86134,86134,86164,86,86,0,6,5.0,0.0000116,0.0,0.0696,0.715,81.5,1.25,0,23,0.0,0.0,0.964,0.0,0
Melodiemuse,1GJt2nDUrVinYyDFJuWMkkK1Urod5nH72F,213,63,9,25012,25225,25165,25,25,0,59,56.0,0.000129,0.0,2.34,0.911,93.5,1.95,34,34,1.0,1.22,1.57,0.0,0
Merockstar,161J2C45hLh6SecXoRBMbbPGJAv7VdkfEK,0,0,3,24778,24778,24808,25,25,0,30,27.0,0.0000624,0.0,1.21,0.87,90.0,1.73,12,12,1.0,1.22,1.42,0.0,0
Metallicsoul92,1MZbzzaLJfZb6tkwgBbGX5ayeCbQJaYDwc,823,246,0,1661,2484,1907,2,2,0,0,0.0,0.0,0.0,0.0,0.0,84.5,1.4,0,3,0.0,0.0,0.843,0.0,0
Meta-p02,1Q4wj8JfZNGgRFYrk2bfWvqcqH1Y9YVNn9,0,0,0,2897,2897,2897,3,3,0,9,8.0,0.0000185,0.0,3.11,0.929,90.0,1.73,1,1,1.0,1.22,1.44,0.0,0
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,21459,21459,21499,21,21,0,12,11.0,0.0000254,0.0,0.558,0.825,90.0,1.73,0,9,0.0,0.0,1.28,0.0,0
Millipede,15PCkrTqyHKaq96gLNqegYPXauXxNJj5ht,0,0,0,1374,1374,1374,1,1,0,3,1.0,0.00000231,0.0,2.18,0.907,45.0,0.18,2,2,1.0,1.22,0.502,0.0,0
Mistercoin,1PxUC79jXvZRbewCeRLPm9gtUbzWGdC2h8,0,0,0,4565,4565,4565,5,5,0,24,16.0,0.000037,0.0,5.26,0.963,65.0,0.597,8,8,1.0,1.22,0.769,0.0,0
Mmenninger,1HU3X37P9rzEY8txjYfdFgQDDWbrVFW9fv,0,0,0,1021,1021,1021,1,1,0,1,1.0,0.00000231,0.0,0.979,0.858,77.5,1.06,0,1,0.0,0.0,0.893,0.0,0
Mosinnagant,19YDEKqv2LNxD5ph3SE5HawZ8Uu84eYsQr,0,0,0,81694,81694,81694,82,68,14,27,18.0,0.0000416,0.0,0.331,0.796,65.0,0.597,17,39,0.436,0.187,0.616,0.55,8
Moviemaven,18PEknMdtM4WzZkva21yHGBKdhaDcAjPWN,0,0,0,21617,21617,21617,22,22,0,14,8.0,0.0000185,0.0,0.648,0.834,60.0,0.46,13,13,1.0,1.22,0.648,0.0,0
Moxy_Jane,184yBE6BY5WRpUvj7pzXjdRaemUByHvgx3,0,0,0,14299,14299,14299,14,14,0,1,1.0,0.00000231,0.0,0.0699,0.715,80.0,1.18,6,7,0.857,0.86,1.01,0.0,0
