Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,1-Devtome Administrator,1-File Administrator,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2128556#msg2128556),2/5-Portal Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2198037#msg2198037)
K1773R,1NGCrVaFXanWib44ijNBR8yBoCAREGpXro,1-File Administrator,1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1376078#msg1376078),1-Windows Administrator(https://bitcointalk.org/index.php?topic=34586.msg1791709#msg1791709)
Koguma,1NPRz7rKMi83gJSEnztFddr96oJbqqAZmj,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=233997.msg3680967#msg3680967)
Markm,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,1-Source Administrator(https://bitcointalk.org/index.php?topic=34586.msg2002555#msg2002555),1-File Administrator,1-Wiki Maintenance(https://bitcointalk.org/index.php?topic=34586.msg654190#msg654190),2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2128556#msg2128556)
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,1-Share Administrator(https://bitcointalk.org/index.php?topic=34586.msg2271090#msg2271090),2/5-Ticker Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047)
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,1-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860),1-File Administrator
Shattienator,1Fhex5BvBGaChJqK75Z6MPxtK9muSsScKC,1-File Administrator,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg640074#msg640074)
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,1-Business Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187),1-File Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187),1-Almoner Factotum(),50-Devcoin Animation(https://bitcointalk.org/index.php?topic=233997.msg3825608#msg3825608)
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ,1-Source Administrator(https://bitcointalk.org/index.php?topic=233997.msg3067817#msg3067817),2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1936478#msg1936478),1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=233997.msg2695721#msg2695721)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,1-Founder Administrator,1-Earning Factotum
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,1-Category Administrator(https://bitcointalk.org/index.php?topic=233997.msg3762112#msg3762112)
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,1-Signing Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898),1-File Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898)
Worldinacoin,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,1-Signing Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898)
Xchrix,112NRCenwi3VTS9GMuW1kgnAKFGjE9YymR,2/5-Cryptocoincharts Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1385226#msg1385226)

Devcoin Share List: 2 Shares
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut
Picaflor_Azul,1MJ5iXyX6sq9gwygK2g3uFZXf3vvJY79SH

Devtome Earnings: 554 Shares
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,8-Word Count(http://devtome.com/doku.php?id=wiki:user:Athanasios_motok)
Backa18,1A7mEa8zufBg2ajkQU8uezFKVvaxEqXr3g,32-Word Count(http://devtome.com/doku.php?id=wiki:user:Backa18)
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Barnacle_Ed)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,33-Word Count(http://devtome.com/doku.php?id=wiki:user:CryptoAddicto)
Cryptopi,16wwpo6sJeFFWMnSy7ySa62mZLTAWohyP7,10-Word Count(http://devtome.com/doku.php?id=wiki:user:Cryptopi)
Dinkleberg,1Mnd6HGYcoNryKT2bkaT55BPsVK1a8o49u,30-Word Count(http://devtome.com/doku.php?id=wiki:user:Dinkleberg)
Ecafe,17tRggPGbLBVWFBoySALZXTABD2zSe3kEW,6-Word Count(http://devtome.com/doku.php?id=wiki:user:Ecafe)
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,120-Word Count(http://devtome.com/doku.php?id=wiki:user:Eeharris)
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,66-Word Count(http://devtome.com/doku.php?id=wiki:user:Fheenix)
FinShaggy,1Cz5aivRFToakTozfch7iZXSY2YBwd9qQZ,6-Word Count(http://devtome.com/doku.php?id=wiki:user:FinShaggy)
Giftculturewriting,16GGzGGsTtzvUdTHoWFJtWXXWdpPWwxr3u,13-Word Count(http://devtome.com/doku.php?id=wiki:user:Giftculturewriting)
Gorgorom,1EgZsQ6zxrA5bCtMMR1uWAcjfqt7n8GNRJ,7-Word Count(http://devtome.com/doku.php?id=wiki:user:Gorgorom)
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,14-Word Count(http://devtome.com/doku.php?id=wiki:user:Kickaha4)
Koguma,1NPRz7rKMi83gJSEnztFddr96oJbqqAZmj,4-Word Count(http://devtome.com/doku.php?id=wiki:user:Koguma)
Mabtc,1NqxTQ7D9w3oukfpYda8GHnXSYxr9xFoQS,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Mabtc)
Matt608,1Ks4roXAZj45sXRsWMfGqmAPmDoWZ9TAko,43-Word Count(http://devtome.com/doku.php?id=wiki:user:Matt608)
Mosinnagant,1KBShyp8fLARTKAd7tVQv5B9rUPMgfBUvj,2-Word Count(http://devtome.com/doku.php?id=wiki:user:Mosinnagant)
Mrelite,1HKvhSWL4CAZcw4cN4FwRo8HXUifKm3N2J,9-Word Count(http://devtome.com/doku.php?id=wiki:user:Mrelite)
NascentEngineer,1M77B5gC242QJogTwn62oASgz8j8d79M2U,23-Word Count(http://devtome.com/doku.php?id=wiki:user:NascentEngineer)
Pb321go,1F5uDaCF8ZP6kiLHvDhWsSNPHP6kwt7udi,3-Word Count(http://devtome.com/doku.php?id=wiki:user:Pb321go)
Penguinwriter,1LNL1Zrg5h2z8m9c48fgdMx2uXmN3S5Kch,7-Word Count(http://devtome.com/doku.php?id=wiki:user:Penguinwriter)
Psalm,16y9hCqxESscRnBJwJskJpDACH4qUiRpA8,5-Word Count(http://devtome.com/doku.php?id=wiki:user:Psalm)
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,78-Word Count(http://devtome.com/doku.php?id=wiki:user:Raptorak)
Shakezula,1AyjX2QpTYFnmMFnzD3A2sqosfrrMuKbcz,4-Word Count(http://devtome.com/doku.php?id=wiki:user:Shakezula)
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,3-Word Count(http://devtome.com/doku.php?id=wiki:user:Smeagol)
Stealtheh,1KZBFKD7NpV7ndufLZfKDdQgRz8nfXEBDm,4-Word Count(http://devtome.com/doku.php?id=wiki:user:Stealtheh)
Thedischarger,1KZKMYixw4PDtu5ZbKqrahRWeAgputuVoc,4-Word Count(http://devtome.com/doku.php?id=wiki:user:Thedischarger)
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,12-Word Count(http://devtome.com/doku.php?id=wiki:user:Weisoq)
Wekkel,1NtbgQ61TH579orJQEpAZ4zGvgyzLX4L39,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Wekkel)
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,5-Word Count(http://devtome.com/doku.php?id=wiki:user:Wiser)

Marketing Earnings: 25 Shares
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:alyssa85)
Barnacle_ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:barnacle_ed)
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,3/5-Marketing(http://devtome.com/doku.php?id=wiki:user:eeharris)
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,32/5-Marketing(http://devtome.com/doku.php?id=wiki:user:emfox)
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,15/5-Marketing(http://devtome.com/doku.php?id=wiki:user:fheenix)
Fuzzybear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,9/5-Marketing(http://devtome.com/doku.php?id=wiki:user:fuzzybear)
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,17/5-Marketing(http://devtome.com/doku.php?id=wiki:user:jasinlee)
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,6/5-Marketing(http://devtome.com/doku.php?id=wiki:user:knotwork)
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,19/5-Marketing(http://devtome.com/doku.php?id=wiki:user:raptorak)
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,6/5-Marketing(http://devtome.com/doku.php?id=wiki:user:smeagol)
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ,8/5-Marketing(http://devtome.com/doku.php?id=wiki:user:twobits)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,2/5-Marketing(http://devtome.com/doku.php?id=wiki:user:unthinkingbit)
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:weisoq)
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:wiser)
Xchrix,13Q4drkP51gHsabCUXC5XPEBEUUYurMdvB,3/5-Marketing(http://devtome.com/doku.php?id=wiki:user:xchrix)

Rating Earnings: 23 Shares
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,3-Rating Comments(http://devtome.com/doku.php?id=rating_alyssa85_30)
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,5-Rating Comments(http://devtome.com/doku.php?id=rating_fheenix_30)
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,5-Rating Comments(http://devtome.com/doku.php?id=rating_raptorak_30)
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,5-Rating Comments(http://devtome.com/doku.php?id=rating_smeagol_30)
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,5-Rating Comments(http://devtome.com/doku.php?id=rating_weisoq_30)

Administrator Bonus: 88 Shares
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,5-Aegis Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,5-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,5-Advertising Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348)
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,5-Linux Administrator(https://bitcointalk.org/index.php?topic=34586.msg2271090#msg2271090)
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,5-Investor Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,5-Signing Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348)
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,5-Devtome Administrator
K1773R,1NGCrVaFXanWib44ijNBR8yBoCAREGpXro,5-Windows Administrator(https://bitcointalk.org/index.php?topic=34586.msg1791709#msg1791709)
Markm,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,5-Source Administrator(https://bitcointalk.org/index.php?topic=34586.msg2002555#msg2002555)
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,5-Share Administrator(https://bitcointalk.org/index.php?topic=34586.msg2271090#msg2271090)
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,5-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,5-Business Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187)
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ,5-Source Administrator(https://bitcointalk.org/index.php?topic=233997.msg3067817#msg3067817)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,5-Founder Administrator
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,5-Category Administrator(https://bitcointalk.org/index.php?topic=233997.msg3762112#msg3762112)
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,5-Signing Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898)
Worldinacoin,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,5-Signing Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898)

_endcoins
