Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg2026910#msg2026910)
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,3/5-Icon(https://bitcointalk.org/index.php?topic=34586.msg1808092#msg1808092),3/5-Button(https://bitcointalk.org/index.php?topic=34586.msg1946764#msg1946764)
Gweedo,15MZRa1cPUVChs6XpzyAfGox5nvPVpSvok,1/5-Ticker Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047),27/5-Ticker(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047)
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,3-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1850416#msg1850416)
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,1/5-Backup Maintenance(https://bitcointalk.org/index.php?topic=34586.msg889087#msg889087),2/5-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1084393#msg1084393)
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,1-Devtome Administrator,2/5-File Administrator,1/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2128556#msg2128556)
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1963301#msg1963301)
K1773R,1NGCrVaFXanWib44ijNBR8yBoCAREGpXro,2/5-File Administrator,2/5-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1376078#msg1376078),1-Windows Administrator(https://bitcointalk.org/index.php?topic=34586.msg1791709#msg1791709),6-Windows Top Up(https://bitcointalk.org/index.php?topic=34586.msg1834002#msg1834002)
Kumala,1FCJgGYirQ4w2uA3rcE2zwVnD8LVwm8fbB,1/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg645623#msg645623),12-Exchange Top Up(https://bitcointalk.org/index.php?topic=34586.msg1833963#msg1833963)
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg2031848#msg2031848)
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,1-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg2118315#msg2118315)
Markm,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,1-Source Administrator(https://bitcointalk.org/index.php?topic=34586.msg2002555#msg2002555),2/5-File Administrator,2/5-Wiki Maintenance(https://bitcointalk.org/index.php?topic=34586.msg654190#msg654190),1/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2128556#msg2128556),9-Exchange Top Up(https://bitcointalk.org/index.php?topic=34586.msg1833963#msg1833963)
Marticps,1GftqKkDcjAQzQT9544vzyPBYBY8FL6qQy,3/5-Icon(https://bitcointalk.org/index.php?topic=34586.msg1888203#msg1888203),3-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1916238#msg1916238),3/5-Button(https://bitcointalk.org/index.php?topic=34586.msg1933287#msg1933287),1-Graphics Tweaking(https://bitcointalk.org/index.php?topic=34586.msg1996749#msg1996749)
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,1/5-Ticker Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047),3-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1916225#msg1916225),14/5-Ticker(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047)
Ondratra,12QHFnbkJEwv8jmmwcXQqLyfTATqpH1eaq,1-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg2112477#msg2112477)
Python,1DTdNS3EksVgYAs7yykVA1eifjEHNqsqaY,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1990566#msg1990566)
Serena,1Hq7gyvgYCnusxcvosmSy26jXXSudnsgwg,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1991959#msg1991959)
Shattienator,1Fhex5BvBGaChJqK75Z6MPxtK9muSsScKC,2/5-File Administrator,1/5-Maintenance(https://bitcointalk.org/index.php?topic=34586.msg640074#msg640074)
Termhn,1HXeAHn3LrCo7Xv6EU1rHsdvoY8nu9RGZL,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1947236#msg1947236)
Tosku,1QEMKqsW3y7EgEefSoCR5DLvUvH4xs5zdJ,2/5-Button(https://bitcointalk.org/index.php?topic=34586.msg2054606#msg2054606)
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ,1/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1936478#msg1936478),6-Receiver Fix(https://bitcointalk.org/index.php?topic=34586.msg1936111#msg1936111),2-Mac Version(https://bitcointalk.org/index.php?topic=34586.msg1947022#msg1947022),6-Receiver Robustness(https://bitcointalk.org/index.php?topic=34586.msg1996749#msg1996749),3-Mining Business Split(https://bitcointalk.org/index.php?topic=34586.msg2093428#msg2093428)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,1-Founder Administrator
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,2-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1923087#msg1923087)
WildElf,13pG9etGRXHjWqE8sc4dhheGzaZT5LsuRk,3-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg1887727#msg1887727)
Xchrix,112NRCenwi3VTS9GMuW1kgnAKFGjE9YymR,1/5-Cryptocoincharts Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1385226#msg1385226)
Yungbull,1NgSfubWAAYrApH5rAe8RYcfdtQTNbWxbo,1-Signing Bonus(https://bitcointalk.org/index.php?topic=34586.msg2128929#msg2128929)

Devcoin Share List: 1 Shares
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut

Devtome Earnings: 326 Shares
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,7-Word Count(http://devtome.com/doku.php?id=wiki:user:Balthozar)
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Barnacle_Ed)
CaramelSunshine,1DMjwKJBkt2aujYJPuSCooRNNn9JUJs7Yx,4-Word Count(http://devtome.com/doku.php?id=wiki:user:CaramelSunshine)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,17-Word Count(http://devtome.com/doku.php?id=wiki:user:CryptoAddicto)
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,1-Word Count(http://devtome.com/doku.php?id=wiki:user:DeadSea33)
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,6-Word Count(http://devtome.com/doku.php?id=wiki:user:Emfox)
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,2-Word Count(http://devtome.com/doku.php?id=wiki:user:Emilianoz)
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,15-Word Count(http://devtome.com/doku.php?id=wiki:user:Fheenix)
FinShaggy,1BbHG9is6AisQq47Zxi9KHVb3Duo6Lbi9M,64-Word Count(http://devtome.com/doku.php?id=wiki:user:FinShaggy)
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,8-Word Count(http://devtome.com/doku.php?id=wiki:user:FuzzyBear)
Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,7-Word Count(http://devtome.com/doku.php?id=wiki:user:Gabcab)
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Grc)
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Ibrennan)
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,3-Word Count(http://devtome.com/doku.php?id=wiki:user:Jdean1)
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,4-Word Count(http://devtome.com/doku.php?id=wiki:user:Knotwork)
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Leojane)
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Marticps)
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,22-Word Count(http://devtome.com/doku.php?id=wiki:user:Maximilian_Wilhelm)
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,11-Word Count(http://devtome.com/doku.php?id=wiki:user:Metazilla)
Mosinnagant,1MWgsbq9464j7RF8WFdJzV72ZKpCxceNfW,30-Word Count(http://devtome.com/doku.php?id=wiki:user:Mosinnagant)
Ondratra,12QHFnbkJEwv8jmmwcXQqLyfTATqpH1eaq,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Ondratra)
Operaficionado,19FLaursDZbNyB7Fvj4wjKXYcX8GrZkkGr,13-Word Count(http://devtome.com/doku.php?id=wiki:user:Operaficionado)
Pepegom,1DHAQVz32aMV85AazVHEz8ryeYAArV5pTc,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Pepegom)
Python,1DTdNS3EksVgYAs7yykVA1eifjEHNqsqaY,3-Word Count(http://devtome.com/doku.php?id=wiki:user:Python)
Serena,1Hq7gyvgYCnusxcvosmSy26jXXSudnsgwg,31-Word Count(http://devtome.com/doku.php?id=wiki:user:Serena)
Termhn,1HXeAHn3LrCo7Xv6EU1rHsdvoY8nu9RGZL,7-Word Count(http://devtome.com/doku.php?id=wiki:user:Termhn)
Tosku,1QEMKqsW3y7EgEefSoCR5DLvUvH4xs5zdJ,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Tosku)
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,41-Word Count(http://devtome.com/doku.php?id=wiki:user:Weisoq)
WildElf,13pG9etGRXHjWqE8sc4dhheGzaZT5LsuRk,21-Word Count(http://devtome.com/doku.php?id=wiki:user:WildElf)
Yungbull,1NgSfubWAAYrApH5rAe8RYcfdtQTNbWxbo,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Yungbull)

Marketing Earnings: 20 Shares
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Balthozar)
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Barnacle_Ed)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,10/5-Marketing(http://devtome.com/doku.php?id=wiki:user:CryptoAddicto)
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,17/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Emfox)
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,3/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Fheenix)
FinShaggy,1BbHG9is6AisQq47Zxi9KHVb3Duo6Lbi9M,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:FinShaggy)
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,12/5-Marketing(http://devtome.com/doku.php?id=wiki:user:FuzzyBear)
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Grc)
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Ibrennan)
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,3/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Icoin)
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,22/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Jasinlee)
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,3/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Knotwork)
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,2/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Leojane)
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,1/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Metazilla)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,3/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Unthinkingbit)
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,2/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Weisoq)
Xchrix,1PKRpafpxse7kGByFzqA4EzGusDwamR1em,13/5-Marketing(http://devtome.com/doku.php?id=wiki:user:Xchrix)

Administrator Bonus: 18 Shares
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,3-Advertising Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348)
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,3-Signing Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348)
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,3-Devtome Administrator
K1773R,1NGCrVaFXanWib44ijNBR8yBoCAREGpXro,3-Windows Administrator(https://bitcointalk.org/index.php?topic=34586.msg1791709#msg1791709)
Markm,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,3-Source Administrator(https://bitcointalk.org/index.php?topic=34586.msg2002555#msg2002555)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,3-Founder Administrator

_endcoins
